Date,Close
,GLD
2023-01-03,171.05999755859375
2023-01-04,172.6699981689453
2023-01-05,170.52000427246094
2023-01-06,173.7100067138672
2023-01-09,174.10000610351562
2023-01-10,174.74000549316406
2023-01-11,174.6199951171875
2023-01-12,176.63999938964844
2023-01-13,178.75999450683594
2023-01-17,177.58999633789062
2023-01-18,177.0800018310547
2023-01-19,179.88999938964844
2023-01-20,179.2899932861328
2023-01-23,179.6300048828125
2023-01-24,180.27999877929688
2023-01-25,181.11000061035156
2023-01-26,179.47000122070312
2023-01-27,179.22000122070312
2023-01-30,178.75999450683594
2023-01-31,179.41000366210938
2023-02-01,181.6699981689453
2023-02-02,177.89999389648438
2023-02-03,173.4600067138672
2023-02-06,173.82000732421875
2023-02-07,173.97999572753906
2023-02-08,174.41000366210938
2023-02-09,173.02999877929688
2023-02-10,173.36000061035156
2023-02-13,172.47999572753906
2023-02-14,172.61000061035156
2023-02-15,170.88999938964844
2023-02-16,170.75
2023-02-17,171.25999450683594
2023-02-21,170.6199951171875
2023-02-22,169.66000366210938
2023-02-23,169.57000732421875
2023-02-24,168.35000610351562
2023-02-27,169.00999450683594
2023-02-28,169.77999877929688
2023-03-01,170.75999450683594
2023-03-02,170.66000366210938
2023-03-03,172.49000549316406
2023-03-06,171.6199951171875
2023-03-07,168.6199951171875
2023-03-08,168.5399932861328
2023-03-09,170.1999969482422
2023-03-10,173.8699951171875
2023-03-13,177.86000061035156
2023-03-14,176.8300018310547
2023-03-15,178.2100067138672
2023-03-16,178.57000732421875
2023-03-17,183.77000427246094
2023-03-20,183.83999633789062
2023-03-21,180.3699951171875
2023-03-22,183.44000244140625
2023-03-23,185.74000549316406
2023-03-24,183.64999389648438
2023-03-27,181.9499969482422
2023-03-28,183.44000244140625
2023-03-29,182.52999877929688
2023-03-30,184.17999267578125
2023-03-31,183.22000122070312
2023-04-03,184.5399932861328
2023-04-04,187.97999572753906
2023-04-05,187.8300018310547
2023-04-06,186.49000549316406
2023-04-10,185.11000061035156
2023-04-11,186.27999877929688
2023-04-12,187.19000244140625
2023-04-13,189.72000122070312
2023-04-14,186.36000061035156
2023-04-17,185.52999877929688
2023-04-18,186.25
2023-04-19,185.36000061035156
2023-04-20,186.08999633789062
2023-04-21,184.25
2023-04-24,184.80999755859375
2023-04-25,185.75
2023-04-26,184.74000549316406
2023-04-27,184.75
2023-04-28,184.8000030517578
2023-05-01,183.97000122070312
2023-05-02,187.52000427246094
2023-05-03,189.11000061035156
2023-05-04,190.44000244140625
2023-05-05,187.4600067138672
2023-05-08,187.69000244140625
2023-05-09,189.02000427246094
2023-05-10,188.75
2023-05-11,187.1300048828125
2023-05-12,186.80999755859375
2023-05-15,187.2100067138672
2023-05-16,184.8699951171875
2023-05-17,184.22999572753906
2023-05-18,181.83999633789062
2023-05-19,183.63999938964844
2023-05-22,183.2100067138672
2023-05-23,183.42999267578125
2023-05-24,181.9499969482422
2023-05-25,180.1999969482422
2023-05-26,180.9199981689453
2023-05-30,182.0399932861328
2023-05-31,182.32000732421875
2023-06-01,183.75999450683594
2023-06-02,181.0500030517578
2023-06-05,182.13999938964844
2023-06-06,182.33999633789062
2023-06-07,180.14999389648438
2023-06-08,182.52999877929688
2023-06-09,182.0399932861328
2023-06-12,181.8800048828125
2023-06-13,180.5399932861328
2023-06-14,180.63999938964844
2023-06-15,181.91000366210938
2023-06-16,181.6300048828125
2023-06-20,179.75
2023-06-21,179.49000549316406
2023-06-22,177.7100067138672
2023-06-23,178.1999969482422
2023-06-26,178.50999450683594
2023-06-27,177.69000244140625
2023-06-28,177.27999877929688
2023-06-29,177.08999633789062
2023-06-30,178.27000427246094
2023-07-03,178.47000122070312
2023-07-05,177.83999633789062
2023-07-06,177.30999755859375
2023-07-07,178.63999938964844
2023-07-10,178.77999877929688
2023-07-11,179.4499969482422
2023-07-12,181.8800048828125
2023-07-13,182.00999450683594
2023-07-14,181.42999267578125
2023-07-17,181.55999755859375
2023-07-18,183.63999938964844
2023-07-19,183.6699981689453
2023-07-20,182.74000549316406
2023-07-21,182.17999267578125
2023-07-24,181.39999389648438
2023-07-25,182.41000366210938
2023-07-26,183.3000030517578
2023-07-27,180.4199981689453
2023-07-28,181.86000061035156
2023-07-31,182.35000610351562
2023-08-01,180.4600067138672
2023-08-02,179.60000610351562
2023-08-03,179.5399932861328
2023-08-04,180.19000244140625
2023-08-07,179.77999877929688
2023-08-08,178.63999938964844
2023-08-09,177.7899932861328
2023-08-10,177.60000610351562
2023-08-11,177.60000610351562
2023-08-14,177.05999755859375
2023-08-15,176.58999633789062
2023-08-16,175.57000732421875
2023-08-17,175.3000030517578
2023-08-18,175.3300018310547
2023-08-21,175.80999755859375
2023-08-22,176.10000610351562
2023-08-23,177.88999938964844
2023-08-24,177.85000610351562
2023-08-25,177.6199951171875
2023-08-28,178.1300048828125
2023-08-29,179.8699951171875
2023-08-30,180.32000732421875
2023-08-31,180.02000427246094
2023-09-01,180.11000061035156
2023-09-05,178.63999938964844
2023-09-06,177.8300018310547
2023-09-07,178.02000427246094
2023-09-08,178.0800018310547
2023-09-11,178.41000366210938
2023-09-12,177.49000549316406
2023-09-13,177.0800018310547
2023-09-14,177.1699981689453
2023-09-15,178.33999633789062
2023-09-18,179.38999938964844
2023-09-19,179.22000122070312
2023-09-20,179.35000610351562
2023-09-21,178.0500030517578
2023-09-22,178.6199951171875
2023-09-25,177.6999969482422
2023-09-26,176.27999877929688
2023-09-27,174.10000610351562
2023-09-28,173.22999572753906
2023-09-29,171.4499969482422
2023-10-02,169.64999389648438
2023-10-03,169.16000366210938
2023-10-04,169.13999938964844
2023-10-05,168.8300018310547
2023-10-06,169.6999969482422
2023-10-09,172.82000732421875
2023-10-10,172.52999877929688
2023-10-11,173.7899932861328
2023-10-12,173.25999450683594
2023-10-13,178.8300018310547
2023-10-16,177.9600067138672
2023-10-17,178.2899932861328
2023-10-18,180.8699951171875
2023-10-19,183.08999633789062
2023-10-20,183.58999633789062
2023-10-23,182.97000122070312
2023-10-24,182.9499969482422
2023-10-25,183.72000122070312
2023-10-26,184.00999450683594
2023-10-27,186.14999389648438
2023-10-30,185.10000610351562
2023-10-31,184.08999633789062
2023-11-01,183.50999450683594
2023-11-02,184.1199951171875
2023-11-03,184.7899932861328
2023-11-06,183.35000610351562
2023-11-07,182.58999633789062
2023-11-08,180.77000427246094
2023-11-09,181.49000549316406
2023-11-10,179.50999450683594
2023-11-13,180.50999450683594
2023-11-14,182.1199951171875
2023-11-15,181.63999938964844
2023-11-16,183.69000244140625
2023-11-17,183.6699981689453
2023-11-20,183.3699951171875
2023-11-21,185.35000610351562
2023-11-22,184.55999755859375
2023-11-24,185.52000427246094
2023-11-27,186.77000427246094
2023-11-28,189.25999450683594
2023-11-29,189.5399932861328
2023-11-30,188.75
2023-12-01,192.00999450683594
2023-12-04,187.86000061035156
2023-12-05,187.14999389648438
2023-12-06,187.83999633789062
2023-12-07,188.14999389648438
2023-12-08,185.63999938964844
2023-12-11,183.58999633789062
2023-12-12,183.49000549316406
2023-12-13,187.6300048828125
2023-12-14,188.72999572753906
2023-12-15,187.0
2023-12-18,187.85000610351562
2023-12-19,189.1300048828125
2023-12-20,188.10000610351562
2023-12-21,189.42999267578125
2023-12-22,190.27000427246094
2023-12-26,191.72000122070312
2023-12-27,192.58999633789062
2023-12-28,191.47000122070312
2023-12-29,191.1699981689453
